 ,Label,Area,Mean,StdDev,Min,Max
926,mask,306,255,0,255,255
927,mask,368,255,0,255,255
928,mask,423,255,0,255,255
929,mask,288,255,0,255,255
930,mask,322,255,0,255,255
931,mask,424,255,0,255,255
932,mask,241,255,0,255,255
933,mask,237,255,0,255,255
934,mask,119,255,0,255,255
935,mask,283,255,0,255,255
936,mask,300,255,0,255,255
937,mask,319,255,0,255,255
938,mask,247,255,0,255,255
939,mask,274,255,0,255,255
940,mask,345,255,0,255,255
941,mask,184,255,0,255,255
942,mask,496,255,0,255,255
943,mask,290,255,0,255,255
944,mask,278,255,0,255,255
945,mask,212,255,0,255,255
946,mask,416,255,0,255,255
947,mask,299,255,0,255,255
948,mask,296,255,0,255,255
949,mask,207,255,0,255,255
950,mask,264,255,0,255,255
951,mask,280,255,0,255,255
952,mask,179,255,0,255,255
953,mask,325,255,0,255,255
954,mask,269,255,0,255,255
955,mask,299,255,0,255,255
956,mask,500,255,0,255,255
957,mask,368,255,0,255,255
958,mask,134,255,0,255,255
959,mask,462,255,0,255,255
960,mask,381,255,0,255,255
961,mask,272,255,0,255,255
962,mask,230,255,0,255,255
963,mask,425,255,0,255,255
964,mask,456,255,0,255,255
965,mask,358,255,0,255,255
966,mask,408,255,0,255,255
967,mask,152,255,0,255,255
968,mask,495,255,0,255,255
969,mask,362,255,0,255,255
970,mask,294,255,0,255,255
971,mask,254,255,0,255,255
972,mask,238,255,0,255,255
973,mask,381,255,0,255,255
974,mask,490,255,0,255,255
975,mask,251,255,0,255,255
976,mask,193,255,0,255,255
977,mask,248,255,0,255,255
978,mask,276,255,0,255,255
979,mask,265,255,0,255,255
980,mask,488,255,0,255,255
981,mask,48,255,0,255,255
982,mask,326,255,0,255,255
983,mask,412,255,0,255,255
984,mask,361,255,0,255,255
985,mask,252,255,0,255,255
986,mask,305,255,0,255,255
987,mask,320,255,0,255,255
988,mask,274,255,0,255,255
989,mask,278,255,0,255,255
990,mask,355,255,0,255,255
991,mask,323,255,0,255,255
992,mask,312,255,0,255,255
993,mask,371,255,0,255,255
994,mask,355,255,0,255,255
995,mask,453,255,0,255,255
996,mask,414,255,0,255,255
997,mask,350,255,0,255,255
998,mask,265,255,0,255,255
999,mask,273,255,0,255,255
1000,mask,305,255,0,255,255
1001,mask,276,255,0,255,255
1002,mask,349,255,0,255,255
1003,mask,317,255,0,255,255
1004,mask,272,255,0,255,255
1005,mask,255,255,0,255,255
1006,mask,266,255,0,255,255
1007,mask,300,255,0,255,255
1008,mask,280,255,0,255,255
1009,mask,280,255,0,255,255
1010,mask,303,255,0,255,255
1011,mask,273,255,0,255,255
1012,mask,294,255,0,255,255
1013,mask,277,255,0,255,255
1014,mask,282,255,0,255,255
1015,mask,257,255,0,255,255
1016,mask,252,255,0,255,255
1017,mask,286,255,0,255,255
1018,mask,269,255,0,255,255
1019,mask,361,255,0,255,255
1020,mask,263,255,0,255,255
1021,mask,270,255,0,255,255
1022,mask,440,255,0,255,255
1023,mask,407,255,0,255,255
1024,mask,54,255,0,255,255
1025,mask,315,255,0,255,255
1026,mask,379,255,0,255,255
1027,mask,264,255,0,255,255
1028,mask,442,255,0,255,255
1029,mask,404,255,0,255,255
1030,mask,293,255,0,255,255
1031,mask,363,255,0,255,255
1032,mask,230,255,0,255,255
1033,mask,283,255,0,255,255
1034,mask,304,255,0,255,255
1035,mask,483,255,0,255,255
1036,mask,370,255,0,255,255
1037,mask,315,255,0,255,255
1038,mask,291,255,0,255,255
1039,mask,278,255,0,255,255
1040,mask,271,255,0,255,255
1041,mask,357,255,0,255,255
1042,mask,283,255,0,255,255
1043,mask,289,255,0,255,255
1044,mask,307,255,0,255,255
1045,mask,271,255,0,255,255
1046,mask,348,255,0,255,255
1047,mask,408,255,0,255,255
1048,mask,285,255,0,255,255
1049,mask,262,255,0,255,255
1050,mask,368,255,0,255,255
1051,mask,300,255,0,255,255
1052,mask,275,255,0,255,255
1053,mask,280,255,0,255,255
1054,mask,255,255,0,255,255
1055,mask,214,255,0,255,255
1056,mask,252,255,0,255,255
1057,mask,305,255,0,255,255
1058,mask,387,255,0,255,255
1059,mask,307,255,0,255,255
1060,mask,295,255,0,255,255
1061,mask,412,255,0,255,255
1062,mask,246,255,0,255,255
1063,mask,285,255,0,255,255
1064,mask,21,255,0,255,255
1065,mask,273,255,0,255,255
1066,mask,235,255,0,255,255
1067,mask,296,255,0,255,255
1068,mask,297,255,0,255,255
1069,mask,363,255,0,255,255
1070,mask,298,255,0,255,255
1071,mask,314,255,0,255,255
1072,mask,219,255,0,255,255
1073,mask,281,255,0,255,255
1074,mask,266,255,0,255,255
1075,mask,352,255,0,255,255
1076,mask,303,255,0,255,255
1077,mask,289,255,0,255,255
1078,mask,280,255,0,255,255
1079,mask,265,255,0,255,255
1080,mask,498,255,0,255,255
1081,mask,252,255,0,255,255
1082,mask,247,255,0,255,255
1083,mask,299,255,0,255,255
1084,mask,419,255,0,255,255
1085,mask,226,255,0,255,255
1086,mask,416,255,0,255,255
1087,mask,258,255,0,255,255
1088,mask,275,255,0,255,255
1089,mask,363,255,0,255,255
1090,mask,174,255,0,255,255
1091,mask,440,255,0,255,255
1092,mask,274,255,0,255,255
1093,mask,298,255,0,255,255
1094,mask,480,255,0,255,255
1095,mask,478,255,0,255,255
1096,mask,302,255,0,255,255
1097,mask,285,255,0,255,255
1098,mask,498,255,0,255,255
1099,mask,277,255,0,255,255
1100,mask,240,255,0,255,255
1101,mask,289,255,0,255,255
1102,mask,266,255,0,255,255
1103,mask,217,255,0,255,255
1104,mask,299,255,0,255,255
1105,mask,486,255,0,255,255
1106,mask,440,255,0,255,255
1107,mask,346,255,0,255,255
1108,mask,382,255,0,255,255
1109,mask,386,255,0,255,255
1110,mask,305,255,0,255,255
1111,mask,280,255,0,255,255
1112,mask,271,255,0,255,255
1113,mask,300,255,0,255,255
1114,mask,445,255,0,255,255
1115,mask,272,255,0,255,255
1116,mask,263,255,0,255,255
1117,mask,261,255,0,255,255
1118,mask,481,255,0,255,255
1119,mask,417,255,0,255,255
1120,mask,280,255,0,255,255
1121,mask,252,255,0,255,255
1122,mask,267,255,0,255,255
1123,mask,306,255,0,255,255
1124,mask,257,255,0,255,255
1125,mask,252,255,0,255,255
1126,mask,301,255,0,255,255
1127,mask,158,255,0,255,255
1128,mask,320,255,0,255,255
1129,mask,424,255,0,255,255
1130,mask,308,255,0,255,255
1131,mask,286,255,0,255,255
1132,mask,387,255,0,255,255
1133,mask,336,255,0,255,255
1134,mask,487,255,0,255,255
1135,mask,135,255,0,255,255
1136,mask,271,255,0,255,255
1137,mask,299,255,0,255,255
1138,mask,413,255,0,255,255
1139,mask,319,255,0,255,255
1140,mask,315,255,0,255,255
1141,mask,196,255,0,255,255
1142,mask,253,255,0,255,255
1143,mask,266,255,0,255,255
1144,mask,249,255,0,255,255
1145,mask,497,255,0,255,255
1146,mask,24,255,0,255,255
1147,mask,316,255,0,255,255
1148,mask,244,255,0,255,255
1149,mask,186,255,0,255,255
1150,mask,354,255,0,255,255
1151,mask,273,255,0,255,255
1152,mask,81,255,0,255,255
1153,mask,399,255,0,255,255
1154,mask,412,255,0,255,255
1155,mask,388,255,0,255,255
1156,mask,298,255,0,255,255
1157,mask,419,255,0,255,255
1158,mask,172,255,0,255,255
1159,mask,422,255,0,255,255
1160,mask,266,255,0,255,255
1161,mask,290,255,0,255,255
1162,mask,278,255,0,255,255
1163,mask,58,255,0,255,255
1164,mask,325,255,0,255,255
1165,mask,134,255,0,255,255
1166,mask,383,255,0,255,255
1167,mask,270,255,0,255,255
1168,mask,449,255,0,255,255
1169,mask,283,255,0,255,255
1170,mask,402,255,0,255,255
1171,mask,422,255,0,255,255
1172,mask,227,255,0,255,255
1173,mask,404,255,0,255,255
1174,mask,446,255,0,255,255
1175,mask,289,255,0,255,255
1176,mask,363,255,0,255,255
1177,mask,317,255,0,255,255
1178,mask,121,255,0,255,255
1179,mask,442,255,0,255,255
1180,mask,311,255,0,255,255
1181,mask,272,255,0,255,255
1182,mask,299,255,0,255,255
1183,mask,466,255,0,255,255
1184,mask,182,255,0,255,255
1185,mask,287,255,0,255,255
1186,mask,258,255,0,255,255
1187,mask,301,255,0,255,255
1188,mask,75,255,0,255,255
1189,mask,290,255,0,255,255
1190,mask,55,255,0,255,255
1191,mask,272,255,0,255,255
1192,mask,298,255,0,255,255
1193,mask,321,255,0,255,255
1194,mask,384,255,0,255,255
1195,mask,47,255,0,255,255
1196,mask,292,255,0,255,255
1197,mask,81,255,0,255,255
1198,mask,500,255,0,255,255
1199,mask,167,255,0,255,255
1200,mask,299,255,0,255,255
1201,mask,368,255,0,255,255
1202,mask,364,255,0,255,255
1203,mask,283,255,0,255,255
1204,mask,296,255,0,255,255
1205,mask,234,255,0,255,255
1206,mask,77,255,0,255,255
1207,mask,362,255,0,255,255
1208,mask,261,255,0,255,255
1209,mask,278,255,0,255,255
1210,mask,281,255,0,255,255
1211,mask,414,255,0,255,255
1212,mask,269,255,0,255,255
1213,mask,275,255,0,255,255
1214,mask,433,255,0,255,255
1215,mask,493,255,0,255,255
1216,mask,276,255,0,255,255
1217,mask,294,255,0,255,255
1218,mask,282,255,0,255,255
1219,mask,305,255,0,255,255
1220,mask,391,255,0,255,255
1221,mask,216,255,0,255,255
1222,mask,316,255,0,255,255
1223,mask,287,255,0,255,255
1224,mask,469,255,0,255,255
1225,mask,426,255,0,255,255
1226,mask,185,255,0,255,255
1227,mask,355,255,0,255,255
1228,mask,306,255,0,255,255
1229,mask,392,255,0,255,255
1230,mask,326,255,0,255,255
1231,mask,151,255,0,255,255
1232,mask,361,255,0,255,255
1233,mask,496,255,0,255,255
1234,mask,293,255,0,255,255
1235,mask,309,255,0,255,255
1236,mask,447,255,0,255,255
1237,mask,285,255,0,255,255
1238,mask,293,255,0,255,255
1239,mask,303,255,0,255,255
1240,mask,304,255,0,255,255
1241,mask,423,255,0,255,255
1242,mask,347,255,0,255,255
1243,mask,338,255,0,255,255
1244,mask,275,255,0,255,255
1245,mask,256,255,0,255,255
1246,mask,328,255,0,255,255
1247,mask,299,255,0,255,255
1248,mask,318,255,0,255,255
1249,mask,217,255,0,255,255
1250,mask,335,255,0,255,255
1251,mask,375,255,0,255,255
1252,mask,118,255,0,255,255
1253,mask,303,255,0,255,255
1254,mask,194,255,0,255,255
1255,mask,186,255,0,255,255
1256,mask,372,255,0,255,255
1257,mask,375,255,0,255,255
1258,mask,296,255,0,255,255
1259,mask,430,255,0,255,255
1260,mask,306,255,0,255,255
1261,mask,433,255,0,255,255
1262,mask,260,255,0,255,255
1263,mask,320,255,0,255,255
1264,mask,321,255,0,255,255
1265,mask,370,255,0,255,255
1266,mask,155,255,0,255,255
1267,mask,415,255,0,255,255
1268,mask,329,255,0,255,255
1269,mask,309,255,0,255,255
1270,mask,430,255,0,255,255
1271,mask,204,255,0,255,255
1272,mask,303,255,0,255,255
1273,mask,320,255,0,255,255
1274,mask,287,255,0,255,255
1275,mask,61,255,0,255,255
1276,mask,347,255,0,255,255
1277,mask,281,255,0,255,255
1278,mask,248,255,0,255,255
1279,mask,429,255,0,255,255
1280,mask,365,255,0,255,255
1281,mask,378,255,0,255,255
1282,mask,317,255,0,255,255
1283,mask,291,255,0,255,255
1284,mask,119,255,0,255,255
1285,mask,228,255,0,255,255
1286,mask,276,255,0,255,255
1287,mask,316,255,0,255,255
1288,mask,319,255,0,255,255
1289,mask,287,255,0,255,255
1290,mask,266,255,0,255,255
1291,mask,215,255,0,255,255
1292,mask,318,255,0,255,255
1293,mask,361,255,0,255,255
1294,mask,417,255,0,255,255
1295,mask,300,255,0,255,255
1296,mask,306,255,0,255,255
1297,mask,324,255,0,255,255
1298,mask,308,255,0,255,255
1299,mask,490,255,0,255,255
1300,mask,321,255,0,255,255
1301,mask,314,255,0,255,255
1302,mask,231,255,0,255,255
1303,mask,240,255,0,255,255
1304,mask,319,255,0,255,255
1305,mask,467,255,0,255,255
1306,mask,296,255,0,255,255
1307,mask,305,255,0,255,255
1308,mask,361,255,0,255,255
1309,mask,242,255,0,255,255
1310,mask,324,255,0,255,255
1311,mask,426,255,0,255,255
1312,mask,295,255,0,255,255
1313,mask,420,255,0,255,255
1314,mask,464,255,0,255,255
1315,mask,199,255,0,255,255
1316,mask,269,255,0,255,255
1317,mask,319,255,0,255,255
1318,mask,372,255,0,255,255
1319,mask,461,255,0,255,255
1320,mask,407,255,0,255,255
1321,mask,309,255,0,255,255
1322,mask,199,255,0,255,255
1323,mask,303,255,0,255,255
1324,mask,320,255,0,255,255
1325,mask,202,255,0,255,255
1326,mask,338,255,0,255,255
1327,mask,324,255,0,255,255
1328,mask,460,255,0,255,255
1329,mask,254,255,0,255,255
1330,mask,309,255,0,255,255
1331,mask,450,255,0,255,255
1332,mask,39,255,0,255,255
1333,mask,305,255,0,255,255
1334,mask,44,255,0,255,255
1335,mask,308,255,0,255,255
1336,mask,318,255,0,255,255
1337,mask,307,255,0,255,255
1338,mask,321,255,0,255,255
1339,mask,328,255,0,255,255
1340,mask,439,255,0,255,255
1341,mask,330,255,0,255,255
1342,mask,324,255,0,255,255
1343,mask,310,255,0,255,255
1344,mask,378,255,0,255,255
1345,mask,283,255,0,255,255
1346,mask,354,255,0,255,255
1347,mask,303,255,0,255,255
1348,mask,408,255,0,255,255
1349,mask,384,255,0,255,255
1350,mask,278,255,0,255,255
1351,mask,286,255,0,255,255
1352,mask,454,255,0,255,255
1353,mask,294,255,0,255,255
1354,mask,186,255,0,255,255
1355,mask,288,255,0,255,255
1356,mask,274,255,0,255,255
1357,mask,362,255,0,255,255
1358,mask,301,255,0,255,255
1359,mask,297,255,0,255,255
1360,mask,327,255,0,255,255
1361,mask,319,255,0,255,255
1362,mask,323,255,0,255,255
1363,mask,303,255,0,255,255
1364,mask,352,255,0,255,255
1365,mask,331,255,0,255,255
1366,mask,236,255,0,255,255
1367,mask,285,255,0,255,255
1368,mask,280,255,0,255,255
1369,mask,442,255,0,255,255
1370,mask,459,255,0,255,255
1371,mask,307,255,0,255,255
1372,mask,313,255,0,255,255
1373,mask,322,255,0,255,255
1374,mask,282,255,0,255,255
1375,mask,321,255,0,255,255
1376,mask,329,255,0,255,255
1377,mask,199,255,0,255,255
1378,mask,482,255,0,255,255
1379,mask,274,255,0,255,255
1380,mask,276,255,0,255,255
1381,mask,293,255,0,255,255
1382,mask,435,255,0,255,255
1383,mask,283,255,0,255,255
1384,mask,343,255,0,255,255
1385,mask,292,255,0,255,255
1386,mask,308,255,0,255,255
1387,mask,345,255,0,255,255
1388,mask,351,255,0,255,255
1389,mask,489,255,0,255,255
1390,mask,316,255,0,255,255
1391,mask,232,255,0,255,255
1392,mask,493,255,0,255,255
1393,mask,29,255,0,255,255
1394,mask,318,255,0,255,255
1395,mask,402,255,0,255,255
1396,mask,151,255,0,255,255
1397,mask,486,255,0,255,255
1398,mask,275,255,0,255,255
1399,mask,372,255,0,255,255
1400,mask,375,255,0,255,255
1401,mask,285,255,0,255,255
1402,mask,354,255,0,255,255
1403,mask,295,255,0,255,255
1404,mask,249,255,0,255,255
1405,mask,490,255,0,255,255
1406,mask,316,255,0,255,255
1407,mask,492,255,0,255,255
1408,mask,439,255,0,255,255
1409,mask,336,255,0,255,255
1410,mask,298,255,0,255,255
1411,mask,276,255,0,255,255
1412,mask,301,255,0,255,255
1413,mask,299,255,0,255,255
1414,mask,377,255,0,255,255
1415,mask,349,255,0,255,255
1416,mask,483,255,0,255,255
1417,mask,320,255,0,255,255
1418,mask,293,255,0,255,255
1419,mask,301,255,0,255,255
1420,mask,300,255,0,255,255
1421,mask,285,255,0,255,255
1422,mask,354,255,0,255,255
1423,mask,490,255,0,255,255
1424,mask,325,255,0,255,255
1425,mask,324,255,0,255,255
1426,mask,344,255,0,255,255
1427,mask,467,255,0,255,255
1428,mask,489,255,0,255,255
1429,mask,319,255,0,255,255
1430,mask,308,255,0,255,255
1431,mask,317,255,0,255,255
1432,mask,294,255,0,255,255
1433,mask,324,255,0,255,255
1434,mask,430,255,0,255,255
1435,mask,436,255,0,255,255
1436,mask,315,255,0,255,255
1437,mask,474,255,0,255,255
1438,mask,391,255,0,255,255
1439,mask,382,255,0,255,255
1440,mask,311,255,0,255,255
1441,mask,303,255,0,255,255
1442,mask,497,255,0,255,255
1443,mask,371,255,0,255,255
1444,mask,337,255,0,255,255
1445,mask,296,255,0,255,255
1446,mask,311,255,0,255,255
1447,mask,440,255,0,255,255
1448,mask,305,255,0,255,255
1449,mask,331,255,0,255,255
1450,mask,282,255,0,255,255
1451,mask,302,255,0,255,255
1452,mask,408,255,0,255,255
1453,mask,292,255,0,255,255
1454,mask,205,255,0,255,255
1455,mask,320,255,0,255,255
1456,mask,207,255,0,255,255
1457,mask,304,255,0,255,255
1458,mask,278,255,0,255,255
1459,mask,474,255,0,255,255
1460,mask,428,255,0,255,255
1461,mask,308,255,0,255,255
1462,mask,464,255,0,255,255
1463,mask,353,255,0,255,255
1464,mask,309,255,0,255,255
1465,mask,283,255,0,255,255
1466,mask,312,255,0,255,255
1467,mask,282,255,0,255,255
1468,mask,465,255,0,255,255
1469,mask,354,255,0,255,255
1470,mask,285,255,0,255,255
1471,mask,313,255,0,255,255
1472,mask,302,255,0,255,255
1473,mask,312,255,0,255,255
1474,mask,440,255,0,255,255
1475,mask,306,255,0,255,255
1476,mask,343,255,0,255,255
1477,mask,349,255,0,255,255
1478,mask,305,255,0,255,255
1479,mask,383,255,0,255,255
1480,mask,385,255,0,255,255
1481,mask,338,255,0,255,255
1482,mask,195,255,0,255,255
1483,mask,183,255,0,255,255
1484,mask,290,255,0,255,255
1485,mask,283,255,0,255,255
1486,mask,269,255,0,255,255
1487,mask,348,255,0,255,255
1488,mask,323,255,0,255,255
1489,mask,318,255,0,255,255
1490,mask,484,255,0,255,255
1491,mask,290,255,0,255,255
1492,mask,303,255,0,255,255
1493,mask,164,255,0,255,255
1494,mask,309,255,0,255,255
1495,mask,385,255,0,255,255
1496,mask,287,255,0,255,255
1497,mask,320,255,0,255,255
1498,mask,299,255,0,255,255
1499,mask,373,255,0,255,255
1500,mask,249,255,0,255,255
1501,mask,229,255,0,255,255
1502,mask,296,255,0,255,255
1503,mask,214,255,0,255,255
1504,mask,294,255,0,255,255
1505,mask,20,255,0,255,255
1506,mask,441,255,0,255,255
1507,mask,309,255,0,255,255
1508,mask,352,255,0,255,255
1509,mask,461,255,0,255,255
1510,mask,318,255,0,255,255
1511,mask,294,255,0,255,255
1512,mask,305,255,0,255,255
1513,mask,289,255,0,255,255
1514,mask,320,255,0,255,255
1515,mask,329,255,0,255,255
1516,mask,357,255,0,255,255
1517,mask,311,255,0,255,255
1518,mask,342,255,0,255,255
1519,mask,326,255,0,255,255
1520,mask,189,255,0,255,255
1521,mask,289,255,0,255,255
1522,mask,210,255,0,255,255
1523,mask,324,255,0,255,255
1524,mask,236,255,0,255,255
1525,mask,326,255,0,255,255
1526,mask,415,255,0,255,255
1527,mask,372,255,0,255,255
1528,mask,321,255,0,255,255
1529,mask,308,255,0,255,255
1530,mask,338,255,0,255,255
1531,mask,325,255,0,255,255
1532,mask,305,255,0,255,255
1533,mask,325,255,0,255,255
1534,mask,441,255,0,255,255
1535,mask,332,255,0,255,255
1536,mask,67,255,0,255,255
1537,mask,288,255,0,255,255
1538,mask,338,255,0,255,255
1539,mask,308,255,0,255,255
1540,mask,314,255,0,255,255
1541,mask,289,255,0,255,255
1542,mask,449,255,0,255,255
1543,mask,321,255,0,255,255
1544,mask,382,255,0,255,255
1545,mask,61,255,0,255,255
1546,mask,379,255,0,255,255
1547,mask,340,255,0,255,255
1548,mask,312,255,0,255,255
1549,mask,321,255,0,255,255
1550,mask,182,255,0,255,255
1551,mask,469,255,0,255,255
1552,mask,327,255,0,255,255
1553,mask,96,255,0,255,255
1554,mask,330,255,0,255,255
1555,mask,287,255,0,255,255
1556,mask,292,255,0,255,255
1557,mask,346,255,0,255,255
1558,mask,489,255,0,255,255
1559,mask,328,255,0,255,255
1560,mask,348,255,0,255,255
1561,mask,373,255,0,255,255
1562,mask,326,255,0,255,255
1563,mask,464,255,0,255,255
1564,mask,330,255,0,255,255
1565,mask,413,255,0,255,255
1566,mask,295,255,0,255,255
1567,mask,236,255,0,255,255
1568,mask,325,255,0,255,255
1569,mask,361,255,0,255,255
1570,mask,293,255,0,255,255
1571,mask,335,255,0,255,255
1572,mask,333,255,0,255,255
1573,mask,434,255,0,255,255
1574,mask,428,255,0,255,255
1575,mask,341,255,0,255,255
1576,mask,323,255,0,255,255
1577,mask,455,255,0,255,255
1578,mask,303,255,0,255,255
1579,mask,291,255,0,255,255
1580,mask,304,255,0,255,255
1581,mask,365,255,0,255,255
1582,mask,283,255,0,255,255
1583,mask,314,255,0,255,255
1584,mask,318,255,0,255,255
1585,mask,332,255,0,255,255
1586,mask,328,255,0,255,255
1587,mask,268,255,0,255,255
1588,mask,484,255,0,255,255
1589,mask,456,255,0,255,255
1590,mask,451,255,0,255,255
1591,mask,316,255,0,255,255
1592,mask,375,255,0,255,255
1593,mask,287,255,0,255,255
1594,mask,307,255,0,255,255
1595,mask,324,255,0,255,255
1596,mask,455,255,0,255,255
1597,mask,366,255,0,255,255
1598,mask,243,255,0,255,255
1599,mask,330,255,0,255,255
1600,mask,443,255,0,255,255
1601,mask,256,255,0,255,255
1602,mask,310,255,0,255,255
1603,mask,289,255,0,255,255
1604,mask,411,255,0,255,255
1605,mask,183,255,0,255,255
1606,mask,466,255,0,255,255
1607,mask,333,255,0,255,255
1608,mask,302,255,0,255,255
1609,mask,389,255,0,255,255
1610,mask,356,255,0,255,255
1611,mask,454,255,0,255,255
1612,mask,332,255,0,255,255
1613,mask,164,255,0,255,255
1614,mask,441,255,0,255,255
1615,mask,332,255,0,255,255
1616,mask,358,255,0,255,255
1617,mask,273,255,0,255,255
1618,mask,321,255,0,255,255
1619,mask,366,255,0,255,255
1620,mask,406,255,0,255,255
1621,mask,411,255,0,255,255
1622,mask,470,255,0,255,255
1623,mask,271,255,0,255,255
1624,mask,303,255,0,255,255
1625,mask,327,255,0,255,255
1626,mask,297,255,0,255,255
1627,mask,347,255,0,255,255
1628,mask,304,255,0,255,255
1629,mask,310,255,0,255,255
1630,mask,311,255,0,255,255
1631,mask,495,255,0,255,255
1632,mask,336,255,0,255,255
1633,mask,289,255,0,255,255
1634,mask,327,255,0,255,255
1635,mask,304,255,0,255,255
1636,mask,474,255,0,255,255
1637,mask,280,255,0,255,255
1638,mask,388,255,0,255,255
1639,mask,398,255,0,255,255
1640,mask,364,255,0,255,255
1641,mask,339,255,0,255,255
1642,mask,267,255,0,255,255
1643,mask,209,255,0,255,255
1644,mask,209,255,0,255,255
1645,mask,486,255,0,255,255
1646,mask,311,255,0,255,255
1647,mask,452,255,0,255,255
1648,mask,220,255,0,255,255
1649,mask,494,255,0,255,255
1650,mask,145,255,0,255,255
1651,mask,456,255,0,255,255
1652,mask,470,255,0,255,255
1653,mask,96,255,0,255,255
1654,mask,408,255,0,255,255
1655,mask,306,255,0,255,255
1656,mask,414,255,0,255,255
1657,mask,472,255,0,255,255
1658,mask,332,255,0,255,255
1659,mask,209,255,0,255,255
1660,mask,122,255,0,255,255
1661,mask,249,255,0,255,255
1662,mask,366,255,0,255,255
1663,mask,180,255,0,255,255
1664,mask,323,255,0,255,255
1665,mask,467,255,0,255,255
1666,mask,434,255,0,255,255
1667,mask,381,255,0,255,255
1668,mask,334,255,0,255,255
1669,mask,220,255,0,255,255
1670,mask,356,255,0,255,255
1671,mask,290,255,0,255,255
1672,mask,472,255,0,255,255
1673,mask,328,255,0,255,255
1674,mask,366,255,0,255,255
1675,mask,305,255,0,255,255
1676,mask,493,255,0,255,255
1677,mask,336,255,0,255,255
1678,mask,261,255,0,255,255
1679,mask,399,255,0,255,255
1680,mask,205,255,0,255,255
1681,mask,312,255,0,255,255
1682,mask,358,255,0,255,255
1683,mask,271,255,0,255,255
1684,mask,494,255,0,255,255
1685,mask,332,255,0,255,255
1686,mask,367,255,0,255,255
1687,mask,232,255,0,255,255
1688,mask,461,255,0,255,255
1689,mask,322,255,0,255,255
1690,mask,341,255,0,255,255
1691,mask,425,255,0,255,255
1692,mask,435,255,0,255,255
1693,mask,416,255,0,255,255
1694,mask,405,255,0,255,255
1695,mask,305,255,0,255,255
1696,mask,330,255,0,255,255
1697,mask,313,255,0,255,255
1698,mask,480,255,0,255,255
1699,mask,363,255,0,255,255
1700,mask,309,255,0,255,255
1701,mask,314,255,0,255,255
1702,mask,271,255,0,255,255
1703,mask,356,255,0,255,255
1704,mask,93,255,0,255,255
1705,mask,338,255,0,255,255
1706,mask,356,255,0,255,255
1707,mask,226,255,0,255,255
1708,mask,287,255,0,255,255
1709,mask,446,255,0,255,255
1710,mask,425,255,0,255,255
1711,mask,318,255,0,255,255
1712,mask,306,255,0,255,255
1713,mask,316,255,0,255,255
1714,mask,318,255,0,255,255
1715,mask,315,255,0,255,255
1716,mask,292,255,0,255,255
1717,mask,458,255,0,255,255
1718,mask,380,255,0,255,255
1719,mask,347,255,0,255,255
1720,mask,349,255,0,255,255
1721,mask,460,255,0,255,255
1722,mask,257,255,0,255,255
1723,mask,190,255,0,255,255
1724,mask,290,255,0,255,255
1725,mask,361,255,0,255,255
1726,mask,475,255,0,255,255
1727,mask,400,255,0,255,255
1728,mask,372,255,0,255,255
1729,mask,188,255,0,255,255
1730,mask,282,255,0,255,255
1731,mask,450,255,0,255,255
1732,mask,296,255,0,255,255
1733,mask,311,255,0,255,255
1734,mask,317,255,0,255,255
1735,mask,287,255,0,255,255
1736,mask,370,255,0,255,255
1737,mask,196,255,0,255,255
1738,mask,488,255,0,255,255
1739,mask,469,255,0,255,255
1740,mask,287,255,0,255,255
1741,mask,198,255,0,255,255
1742,mask,435,255,0,255,255
1743,mask,306,255,0,255,255
1744,mask,295,255,0,255,255
1745,mask,282,255,0,255,255
1746,mask,288,255,0,255,255
1747,mask,307,255,0,255,255
1748,mask,296,255,0,255,255
1749,mask,378,255,0,255,255
1750,mask,186,255,0,255,255
1751,mask,463,255,0,255,255
1752,mask,246,255,0,255,255
1753,mask,361,255,0,255,255
1754,mask,436,255,0,255,255
1755,mask,320,255,0,255,255
1756,mask,420,255,0,255,255
1757,mask,321,255,0,255,255
1758,mask,373,255,0,255,255
1759,mask,262,255,0,255,255
1760,mask,273,255,0,255,255
1761,mask,426,255,0,255,255
1762,mask,289,255,0,255,255
1763,mask,184,255,0,255,255
1764,mask,173,255,0,255,255
1765,mask,258,255,0,255,255
1766,mask,273,255,0,255,255
1767,mask,315,255,0,255,255
1768,mask,272,255,0,255,255
1769,mask,285,255,0,255,255
1770,mask,466,255,0,255,255
1771,mask,332,255,0,255,255
1772,mask,370,255,0,255,255
1773,mask,271,255,0,255,255
1774,mask,318,255,0,255,255
1775,mask,444,255,0,255,255
1776,mask,470,255,0,255,255
1777,mask,282,255,0,255,255
1778,mask,409,255,0,255,255
1779,mask,496,255,0,255,255
1780,mask,310,255,0,255,255
1781,mask,274,255,0,255,255
1782,mask,267,255,0,255,255
1783,mask,353,255,0,255,255
1784,mask,339,255,0,255,255
1785,mask,388,255,0,255,255
1786,mask,236,255,0,255,255
1787,mask,344,255,0,255,255
1788,mask,496,255,0,255,255
1789,mask,346,255,0,255,255
1790,mask,291,255,0,255,255
1791,mask,341,255,0,255,255
1792,mask,262,255,0,255,255
1793,mask,272,255,0,255,255
1794,mask,307,255,0,255,255
1795,mask,353,255,0,255,255
1796,mask,262,255,0,255,255
1797,mask,160,255,0,255,255
1798,mask,179,255,0,255,255
1799,mask,305,255,0,255,255
1800,mask,251,255,0,255,255
1801,mask,315,255,0,255,255
1802,mask,308,255,0,255,255
1803,mask,359,255,0,255,255
